gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-LOC121934324,1630,2199,1599,756,728,1972,1082,3486,1069,1298,1393,1094
gene-LOC121934325,2949,3644,7667,1238,3653,4533,5707,6189,1138,12664,4324,3566
gene-ARMH4,0,0,0,0,0,4,0,0,0,0,0,8
gene-PNRC2,5633,8005,18618,27325,8789,14965,9848,26928,10770,13974,16099,23600
gene-PNRC1,4214,4834,9744,6288,6047,5892,4348,7804,5608,6010,19852,12462
gene-ARMH1,8,0,0,16,0,12,14,0,12,0,4,14
gene-ARMH2,0,0,0,0,8,0,0,0,0,7,4,0
gene-NPC1L1,53,47,73,53,81,119,34,49,72,97,180,101
gene-NCAPD3,46,68,38,81,52,1038,61,97,45,52,23,42
gene-NCAPD2,56,73,284,120,297,163,117,237,211,433,685,136
gene-LOC121929126,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121929127,0,0,0,0,0,0,0,0,0,0,0,0
gene-DMRTA2,0,0,0,0,0,0,0,0,0,0,0,0
gene-DMRTA1,0,0,4,0,45,5,162,8,19,55,13,0
gene-PRSS53,4,7,8,3,0,0,6,15,14,0,0,8
gene-C7H1orf159,21,28,22,53,40,10,35,66,26,46,22,32
gene-C7H1orf158,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917947,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917946,0,100,0,0,0,0,0,0,14,0,0,0
gene-LOC121923524,78,105,296,289,238,236,190,354,64,211,81,127
gene-LRRC14B,0,0,0,0,0,0,11,17,0,0,0,0
gene-LOC121923525,0,0,0,0,0,0,0,0,0,0,0,0
gene-LURAP1,259,79,285,303,93,537,1044,150,682,218,138,78
gene-TRDN,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121937544,6,10,0,3,7,11,12,35,0,43,0,0
gene-NLRC3,12,11,20,4,0,0,0,9,1,8,0,0
gene-SHC1,1272,3076,4057,8076,3785,4025,2602,11866,724,3864,2013,4675
gene-SHC3,31,16,12,153,42,38,33,96,90,50,51,60
gene-SHC2,10,0,34,0,23,4,6,20,18,35,4,0
gene-SHC4,9,8,13,22,9,4,12,121,0,21,31,7
gene-TSC22D2,165,248,1189,676,882,1863,530,770,205,1624,1656,1493
gene-TSC22D3,17012,9827,21411,22039,16468,21362,27634,16147,20961,20166,29409,23169
gene-RFC2,161,274,151,366,257,319,235,451,347,252,231,332
gene-RFC3,296,513,554,600,205,429,424,880,479,261,299,302
gene-RFC4,60,44,55,21,42,45,24,42,90,38,21,29
gene-RFC5,360,270,449,301,410,308,634,629,786,311,305,559
gene-TSC22D4,1301,1949,1342,2191,882,1225,1446,2482,1177,1027,1079,1012
gene-EEF1E1,796,840,685,772,792,568,1144,1460,1278,805,828,736
gene-RAP1GDS1,191,107,191,107,164,158,129,131,173,250,192,106
gene-LOC121931354,469,1108,1633,1679,362,1354,8826,82,2487,2393,688,471
gene-CNGA2,1408,2604,1167,693,1472,892,2060,2482,2012,1050,1597,1123
gene-FITM2,36,99,128,323,134,232,219,469,54,373,73,159
gene-LOC121921507,0,0,12,0,0,0,0,4,0,4,0,8
gene-LOC121921504,0,10,26,5,16,44,19,7,0,82,15,68
gene-LOC121937004,0,19,172,0,80,60,24,149,8,28,47,166
gene-LOC121937005,28,1822,911,333,307,893,1755,1598,1097,416,392,1536
gene-LOC121937006,3,0,21,0,19,20,0,0,7,36,75,17
gene-LOC121937009,0,4,0,0,0,0,0,18,0,0,0,0
gene-TSG101,1578,2376,2131,6372,2192,3261,3439,5590,1754,5373,2227,2568
gene-C5H2orf81,55,28,134,79,74,172,44,88,104,168,243,138
gene-TRPC5,0,0,0,0,0,0,0,0,0,10,0,0
gene-TRPC4,4,0,0,0,0,0,0,0,0,12,0,23
gene-TRPC7,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRPC6,4,30,17,18,14,21,11,135,21,0,68,20
gene-TRPC1,1006,1651,843,2118,1101,1040,2273,3029,1527,1266,1053,1196
gene-TRPC3,0,8,14,36,32,48,0,15,0,20,0,4
gene-ODF3B,36,26,78,69,40,18,26,130,240,35,54,8
gene-HMGCR,132,196,1319,737,834,1610,474,1076,140,1743,2077,1380
gene-HMGCL,4123,17964,63323,238954,18732,72385,46950,253624,4911,99886,47025,100782
gene-MYB,4,4,17,8,4,8,19,22,24,0,21,0
gene-MYC,181,365,2953,409,1542,4770,1228,1364,936,4054,9423,4098
gene-LOC121932560,24,41,20,28,40,52,35,78,21,23,17,17
gene-LOC121932563,0,0,0,0,0,0,0,4,0,0,0,1
gene-LOC121932564,4,0,0,0,8,0,0,10,48,0,24,39
gene-LOC121932565,331,92,1063,83,50,13,25,179,123,46,389,170
gene-C6H2orf68,169,76,155,155,242,194,283,344,489,264,303,215
gene-REC114,0,0,0,0,0,0,0,0,54,0,0,0
gene-MOB3A,112,165,443,186,152,219,311,566,240,199,209,68
gene-MOB3C,17,19,135,104,90,76,31,259,48,88,51,73
gene-MOB3B,616,1135,1672,353,1126,1417,1056,2847,324,1501,640,648
gene-LOC121935519,320,366,279,199,319,308,388,396,347,239,224,277
gene-PNOC,0,0,0,0,0,0,0,0,0,0,0,0
gene-NIN,135,194,431,228,179,606,239,439,237,671,306,272
gene-MYO5A,387,701,317,551,471,1117,376,1913,1643,574,589,416
gene-MYO5B,113,189,668,269,641,812,290,698,173,596,296,414
gene-MYO5C,23,10,10,23,12,15,0,19,0,0,25,0
gene-TSPYL2,808,1200,1435,690,1240,1594,1421,2355,1115,1576,1576,1656
gene-UBE2R2,3134,3450,4893,6058,3360,6201,12576,7535,3265,4084,3777,3371
gene-PBK,103,79,95,35,103,49,102,83,169,127,104,30
gene-HAND2,196,263,178,255,229,233,193,876,131,103,327,415
gene-HAND1,0,0,0,0,0,0,0,0,0,0,0,0
gene-PNO1,831,858,1048,1495,1152,746,1822,1782,1943,1050,1386,1396
gene-LOC121915360,38184,25784,32096,8442,20641,43364,109874,29373,63655,43150,16392,12122
gene-PTHLH,0,0,13,0,0,0,0,0,0,0,13,0
gene-GCGR,13807,14920,13226,19104,13458,12324,29593,22937,20158,13155,15875,8928
gene-SEC22C,256,450,442,970,553,670,856,1392,417,565,513,462
gene-SEC22A,90,177,258,267,222,219,234,356,114,258,177,376
gene-KLHL8,103,428,1694,1953,1105,1632,588,893,210,1815,1831,1813
gene-LOC121921849,2175,1039,1919,1591,1427,1529,1723,1890,2905,1579,1608,1155
gene-LOC121921848,109,141,314,75,151,257,177,296,104,259,87,152
gene-HS6ST1,2111,2506,2365,2647,2155,1629,3673,4628,2142,2666,1967,1714
gene-LOC121921846,104,209,600,152,314,500,302,449,165,382,280,250
gene-LOC121921845,254,412,493,594,237,582,354,701,82,389,57,276
gene-HS6ST2,32,64,43,88,12,63,4,957,60,16,25,207
gene-LOC121921843,370,346,191,184,180,304,454,852,702,216,168,309
gene-LOC121921842,139,94,157,347,162,142,189,447,99,254,130,159
gene-LOC121921841,171,126,104,59,156,98,68,273,86,145,67,28
gene-LOC121921840,219,238,668,135,327,526,239,413,242,528,144,232
gene-CEP135,30,19,23,40,39,30,50,88,27,17,33,24
gene-CEP131,560,554,681,652,570,645,766,1128,908,638,791,579
gene-GAMT,6111,3130,2699,3132,4985,3131,9432,2579,8438,6056,8628,6351
gene-LOC121926322,0,0,4,0,0,0,0,0,4,0,0,0
gene-LOC121928672,62,21,24,135,65,31,13,224,55,39,69,60
gene-LOC121928675,632,765,658,775,521,567,1014,1265,1380,669,890,591
gene-LOC121920469,11,0,8,0,11,7,9,9,0,0,0,0
gene-ATG7,566,686,571,1042,504,822,1095,1820,686,748,531,734
gene-ATG5,230,350,565,466,476,534,455,837,428,443,450,406
gene-LOC121920462,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920463,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920460,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920461,0,0,0,0,0,0,0,0,0,0,0,0
gene-KHDRBS2,169,8,0,0,69,0,0,98,0,20,0,0
gene-KHDRBS3,705,490,896,669,771,916,1306,1035,706,894,893,605
gene-KHDRBS1,1464,3318,1935,2232,2049,2597,4035,5668,1924,2532,2757,1864
gene-LOC121921591,0,0,0,0,0,0,0,0,0,3,0,6
gene-LOC121921592,11,7,4,7,17,4,19,15,0,26,0,9
gene-LOC121921599,546,357,196,349,287,195,733,795,1522,202,593,150
gene-TFE3,1003,2525,2500,3501,1343,1905,1888,5673,1665,1515,4085,2723
gene-MSH5,0,0,0,0,0,0,0,0,0,0,0,0
gene-MSH4,11,9,0,9,23,37,0,37,13,16,27,22
gene-MSH6,1435,2024,2817,3307,2133,2018,2550,4768,1531,2369,2252,2573
gene-MSH3,1311,635,726,716,1114,671,1360,1851,1326,1003,773,653
gene-MSH2,250,199,366,276,247,202,193,449,288,396,222,393
gene-IPO13,499,440,827,559,688,567,615,1394,972,542,1139,746
gene-IPO11,282,304,241,642,295,234,317,911,440,373,179,189
gene-LOC121930075,0,0,0,12,23,0,0,5,0,0,0,5
gene-CCDC80,805,1406,1212,1012,708,1194,973,624,6281,811,1160,460
gene-SRXN1,222,646,1248,360,577,761,425,740,430,1272,1696,875
gene-NFE2,193,248,278,330,280,375,279,511,235,194,388,233
gene-GNMT,3130,5991,6676,7885,6130,9561,6484,14740,4101,8282,10527,12596
gene-LOC121921333,39,40,25,122,63,110,34,90,48,31,25,27
gene-PACSIN2,638,847,1199,1593,894,1215,1784,1919,1095,1552,2530,1025
gene-LOC121921334,13,0,0,0,0,0,45,0,16,7,0,0
gene-PACSIN1,17,24,60,0,0,15,26,19,33,7,10,11
gene-LOC121936418,0,15,0,4,4,0,0,4,7,0,4,0
gene-DDX4,116,190,149,122,325,614,16,421,102,162,292,192
gene-NIT2,2099,2120,1557,1690,1932,2608,4590,3725,1143,2839,1899,1705
gene-NIT1,88,163,131,154,169,205,260,199,369,120,413,162
gene-PCOLCE,10774,5137,8402,2032,5747,4711,15616,2257,11442,7015,4362,5545
gene-CD37,5714,8461,6238,3951,7349,8603,15232,11609,4599,7147,5092,3550
gene-GALR2,13,12,65,5,70,89,12,30,0,82,0,40
gene-GALR3,0,0,3,0,0,8,0,0,0,0,0,0
gene-LOC121917420,1169,1027,1239,180,1152,1583,667,1197,826,1326,1028,737
gene-LOC121917421,0,17,11,7,0,0,0,13,3,4,8,0
gene-LOC121917422,29,76,46,95,51,67,58,162,88,68,63,84
gene-LOC121918578,50,119,186,316,91,267,329,376,41,235,63,137
gene-LOC121917424,177,734,544,459,324,287,842,445,476,390,399,789
gene-LOC121929107,90,119,131,99,86,128,142,136,9,151,90,62
gene-LOC121917426,235,1253,925,1387,625,497,603,451,531,457,2293,1229
gene-LOC121917427,690,1022,765,1142,565,809,1359,1609,823,693,365,476
gene-LOC121925656,0,0,0,0,0,10,0,8,0,0,0,0
gene-LOC121917429,198,553,478,699,257,487,778,533,345,497,78,444
gene-LOC121929108,0,0,0,0,0,0,0,0,0,0,0,0
gene-TFEC,8,45,89,95,17,0,46,49,42,15,30,14
gene-LOC121925652,200,211,243,168,214,157,133,393,159,215,356,163
gene-PSMD2,3606,5032,6073,7818,6044,20835,6845,13697,8350,7105,5001,5786
gene-PSMD3,723,1199,956,1166,813,986,1523,2248,2028,946,1255,1161
gene-LOC121927656,0,0,20,50,13,13,33,14,43,21,48,0
gene-PSMD1,2832,5034,4791,5005,3950,10528,7895,7821,8363,5230,3506,4804
gene-LOC121927650,12,9,0,0,45,17,0,19,8,8,9,7
gene-PSMD7,2890,3280,2215,2100,2307,2602,3972,4459,4665,2552,3374,2777
gene-PSMD4,1615,2389,1958,2047,1402,2828,2773,3486,2556,2202,1645,2257
gene-PSMD5,2651,2874,2905,3810,2330,2920,4659,4140,4180,2623,2792,2788
gene-RSPO4,0,0,0,0,0,0,0,0,0,0,18,0
gene-PSMD8,1443,2636,1997,2508,1353,2753,2836,4630,1942,2363,1898,1862
gene-PSMD9,2733,4147,2061,6751,2676,3200,4299,11134,3408,1965,2218,2852
gene-RSPO1,146,71,38,28,29,23,3,97,30,33,67,60
gene-RSPO2,61,14,0,2,0,0,0,0,0,0,0,0
gene-RSPO3,1872,1663,874,3544,1611,966,2093,4575,2120,1085,2130,3172
gene-LOC121929182,0,0,0,0,0,0,0,0,0,0,0,0
gene-CD38,0,0,0,0,0,0,0,0,0,0,0,0
gene-ALDH3A2,5414,11223,8632,3078,8029,3108,19540,9953,4434,5334,4726,8498
gene-LOC121922028,24,0,6,0,0,4,70,18,30,0,0,10
gene-LOC121922029,0,29,13,0,28,0,89,0,43,22,0,28
gene-LOC121922024,17,49,20,80,31,29,42,36,50,47,45,33
gene-LOC121922025,6,0,4,0,0,0,0,0,0,4,0,11
gene-LOC121922026,36,43,105,54,36,26,51,106,73,27,70,48
gene-LOC121922027,0,0,0,4,0,9,0,0,0,0,0,0
gene-LOC121922021,235,356,665,347,376,543,413,487,419,402,478,337
gene-LOC121922022,147,229,289,252,290,369,208,458,184,361,282,159
gene-LOC121922023,216,230,419,519,396,358,277,724,557,530,198,328
gene-FAM111A,1120,1137,160,314,701,533,152,2221,1178,797,513,833
gene-SPATS2L,26,70,36,61,36,32,35,34,38,35,29,42
gene-LOC121926303,52,3,193,81,162,102,73,20,58,227,146,4
gene-LOC121926305,0,0,0,0,0,0,0,6,0,0,0,0
gene-LOC121922688,114,123,114,205,106,128,153,315,194,88,123,170
gene-LOC121922680,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121922681,16,0,4,15,0,4,0,4,16,0,0,0
gene-LOC121914423,961,1272,1599,940,1224,1382,3256,1363,2737,1523,2656,1291
gene-LOC121922683,4,0,99,28,26,22,20,12,25,63,89,57
gene-LOC121922684,1726,5898,2881,5516,4614,2213,4311,6213,7407,2507,9186,6708
gene-LOC121922685,8,0,15,6,10,15,0,23,4,0,7,22
gene-LOC121918555,0,0,0,4,1,0,0,0,0,3,0,0
gene-LOC121918554,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918557,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918556,0,0,0,0,0,0,0,0,0,0,5,0
gene-LOC121918551,0,0,1,0,0,0,0,0,0,1,0,0
gene-GSX2,0,0,0,0,0,0,0,17,0,0,15,0
gene-CD59,0,0,0,0,0,0,0,0,0,0,7,0
gene-LOC121918552,0,0,4,0,6,0,0,0,0,0,4,4
gene-LOC121918559,109,149,152,120,164,145,188,240,77,125,130,139
gene-LOC121918558,260,196,137,81,180,154,266,263,260,175,184,103
gene-LOC121916488,418,252,642,96,746,734,564,973,589,548,338,279
gene-LOC121923379,0,0,0,0,0,4,0,0,0,0,0,0
gene-LOC121923377,307,384,868,335,724,1208,577,1165,271,857,514,833
gene-LOC121923375,0,4,0,0,0,4,0,0,6,0,0,0
gene-LOC121923374,23818,34520,21000,33713,26651,36044,41307,42086,42289,20956,38359,29377
gene-LOC121923373,241,221,227,124,313,225,269,499,96,200,277,139
gene-LOC121916487,67,95,209,382,95,190,129,382,48,192,108,233
gene-RPLP0,53549,51954,33437,48328,43939,50649,64352,72188,80493,36136,54052,50686
gene-RPLP1,29037,35223,18799,28325,29239,34451,43531,44241,46659,24962,46724,34055
gene-RPLP2,27158,37187,21561,34475,23683,30598,49733,49600,74468,20556,39396,27432
gene-LOC121922978,39,91,136,53,130,111,64,82,59,162,149,85
gene-LOC121922979,77,91,92,154,111,164,195,205,117,176,119,87
gene-LOC121922976,219,325,155,363,263,300,336,641,205,206,275,188
gene-LOC121922977,164,218,368,197,307,418,404,716,118,427,268,274
gene-LOC121922974,166,206,359,163,250,283,185,280,84,307,334,260
gene-LOC121922975,13,33,46,34,19,105,9,56,0,78,31,52
gene-LOC121922972,30,43,71,86,75,36,97,119,11,93,76,56
gene-LOC121922973,766,932,980,1511,914,1059,1610,1623,1840,1068,857,1107
gene-LOC121922970,0,0,10,0,0,19,0,0,11,0,9,0
gene-GOLIM4,642,899,719,2147,1005,1417,1172,2299,285,1131,720,928
gene-LOC121924689,0,0,0,0,0,0,3,0,0,0,8,0
gene-LOC121924686,12,0,30,8,60,13,9,12,28,47,47,46
gene-LOC121924687,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924685,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924682,162,367,573,451,113,91,178,1460,327,205,220,243
gene-LOC121924681,14,24,33,13,33,25,13,16,0,73,9,0
gene-SAXO2,4,0,11,0,0,0,4,4,0,0,46,0
gene-LOC121923083,3,0,1,1,7,3,10,38,6,12,5,6
gene-LOC121923082,6,10,20,8,8,19,0,13,0,17,0,0
gene-LOC121923089,0,0,0,0,0,0,0,0,0,0,0,0
gene-NIBAN1,87,54,92,107,75,37,42,189,97,33,127,38
gene-NIBAN2,700,717,1069,813,635,667,551,1884,1358,458,448,392
gene-AVPI1,245,393,2377,297,918,2479,391,1130,339,2761,4070,5370
gene-HSP90AA1,12370,13372,369257,17701,200634,254793,16338,25830,21718,252581,658919,300711
gene-LOC121917998,112,79,115,66,106,89,202,352,88,168,72,28
gene-LOC121917999,31,22,28,19,85,52,74,74,25,86,92,54
gene-LOC121917990,36,35,39,42,78,79,49,89,54,52,136,46
gene-LOC121917991,87,127,111,63,86,155,205,153,38,137,50,83
gene-LOC121917992,78,46,10,6,99,63,46,210,25,127,54,37
gene-LOC121917993,0,0,2,0,12,4,0,0,0,8,6,2
gene-LOC121917995,0,25,30,0,0,132,4,0,4,0,0,4
gene-LOC121917996,17,0,0,15,0,16,3,27,0,5,0,4
gene-LOC121917997,1643,1178,635,798,1266,844,3179,2744,1509,712,838,914
gene-SPATA33,8,10,11,4,10,12,14,10,0,7,21,15
gene-BHLHE23,0,0,0,0,0,0,0,0,0,0,0,0
gene-BHLHE22,0,0,0,0,1,1,0,1,0,0,2,0
gene-LOC121920857,11,5,9,12,8,3,14,31,27,12,1,4
gene-LOC121924535,1,0,0,0,0,0,0,3,0,1,0,0
gene-LOC121924536,0,0,0,0,0,0,0,0,0,0,0,0
gene-C2H17orf75,100,177,97,365,168,220,346,468,75,268,53,157
gene-LOC121924530,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924531,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924532,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924533,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925753,2676,5125,6611,15692,5887,8529,5512,20332,2011,4470,4854,7312
gene-LOC121924538,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924539,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920858,33,9,152,8,40,80,78,30,41,34,18,28
gene-PACRGL,34,88,104,73,78,86,66,167,71,163,115,50
gene-ZBTB7A,1167,2033,2013,2789,1811,1961,2811,4047,1329,1772,1023,1871
gene-ZBTB7B,1209,589,483,375,501,312,596,1028,1197,312,476,272
gene-ZBTB7C,0,64,45,0,81,113,6,68,21,95,7,16
gene-CTHRC1,0,0,5,13,2,0,10,0,8,4,12,0
gene-TRNAS-UGA-5,0,0,0,0,0,0,0,0,0,0,0,0
gene-C4H6orf52,1773,1789,1259,2528,1095,1229,2752,4426,2830,1200,1179,1437
gene-TRNAS-UGA-3,0,0,0,1,1,0,1,0,0,0,1,0
gene-TRNAS-UGA-2,0,0,0,0,0,0,0,0,0,0,0,0
gene-CTCFL,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925756,0,0,0,12,18,12,0,60,0,0,8,4
gene-AHR,583,1032,1418,3461,1318,1464,1821,3919,633,1578,1247,1503
gene-ICE2,625,808,1187,496,940,909,969,2007,815,1011,811,816
gene-ICE1,879,851,870,1321,1065,809,1615,2049,988,913,1147,916
gene-MC2R,0,0,0,0,0,4,0,0,0,0,0,0
gene-UHMK1,1170,2446,1390,2961,1413,1440,2387,3482,1431,1376,1071,1136
gene-CROT,5986,7069,7050,3990,13969,17275,35097,2962,9083,19730,11292,6889
gene-TXN,0,0,0,0,0,0,0,0,0,0,0,0
gene-HNRNPDL,2772,3158,5151,2998,3323,4077,5039,5103,3943,4449,6583,4677
gene-LOC121933019,495,727,594,278,489,447,704,1442,553,356,679,692
gene-TNNI1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933012,0,0,3,16,0,9,19,14,34,0,9,5
gene-TNNI3,10,0,0,0,0,10,15,20,0,0,8,10
gene-TNNI2,0,0,0,0,0,0,0,0,8,0,0,0
gene-RTBDN,29,25,6,12,12,0,8,67,6,4,0,8
gene-LOC121933016,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933015,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933014,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121919638,142,102,679,794,432,655,589,409,129,448,351,377
gene-LOC121919633,1494,1529,452,1586,1848,1656,3937,3156,638,1999,578,388
gene-LOC121919637,1441,1129,2947,853,2907,2521,2574,2150,1848,1907,1024,677
gene-LOC121936228,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121936223,0,0,0,0,0,3,0,0,0,0,0,0
gene-LOC121932763,891,1181,1089,1265,1136,966,2092,2680,1082,1247,1130,877
gene-LOC121932761,192,187,35,139,462,62,165,150,67,53,273,372
gene-LOC121932767,4,12,0,0,3,0,0,29,0,4,7,4
gene-ATP2B4,122,133,289,347,189,469,135,806,165,357,172,306
gene-ATP2B1,2586,2493,2500,3067,2982,1998,6507,3371,7784,2916,4991,1995
gene-ATP2B2,0,4,4,7,7,0,0,4,0,0,0,4
gene-ATP2B3,4,0,4,16,8,0,0,0,0,0,7,8
gene-MPHOSPH10,612,665,1005,785,490,589,629,821,926,640,808,550
gene-PLEKHG4,434,280,210,328,145,207,418,422,295,123,376,232
gene-LOC121919094,24276,5651,5396,3159,11287,3424,11747,10108,7537,7619,3158,2828
gene-LOC121919093,3574,3820,5655,3442,3723,4574,2825,3183,937,4935,1714,1867
gene-FUT10,15,28,56,31,87,49,57,106,18,47,49,21
gene-FUT11,227,262,186,220,247,197,309,794,129,174,107,144
gene-LOC121918942,0,0,0,1,0,0,0,2,8,0,12,0
gene-LOC121918940,0,0,0,0,0,0,0,0,0,0,0,0
gene-WSB2,204,271,568,355,529,612,607,555,368,764,1315,702
gene-LOC121918944,0,0,0,0,0,6,0,14,0,0,0,4
gene-LPAR5,231,235,639,112,565,486,383,407,220,454,418,300
gene-LPAR4,102,202,123,443,189,100,205,756,66,86,159,349
gene-LOC121935758,4004,1819,2718,542,1652,2904,8641,3234,6915,3129,4689,419
gene-LPAR6,118,186,174,255,183,393,113,356,165,234,625,234
gene-KIAA0825,49,28,69,121,63,146,144,172,75,200,90,137
gene-TRNAE-UUC,0,0,0,0,0,0,0,0,0,0,0,0
gene-LPAR2,0,13,37,8,8,3,6,26,22,3,41,0
gene-LOC121935753,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935750,23,11,100,7,44,35,84,15,112,64,78,30
gene-LOC121935751,96,34,218,65,111,191,245,72,35,175,43,46
gene-LOC121935756,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935754,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935755,5,32,36,3,54,19,110,29,89,0,6,11
gene-TGFBRAP1,541,566,1106,1194,848,830,1198,1313,549,977,1459,839
gene-UTP18,487,436,724,388,385,479,825,1199,635,642,446,263
gene-UTP15,420,629,868,1142,559,683,968,1488,497,701,613,590
gene-GRWD1,730,1035,1111,1668,930,1257,1718,1651,1200,1221,1062,1416
gene-KCNF1,0,0,31,19,13,8,8,53,0,8,8,6
gene-LOC121935282,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935286,172,127,71,129,113,140,129,266,107,101,43,57
gene-USE1,240,252,369,257,274,259,657,680,533,296,358,222
gene-NIPBL,1474,1804,2071,2914,2470,1545,2207,3412,3641,1665,2779,2448
gene-RWDD2B,59,158,40,65,91,66,72,212,131,100,194,97
gene-TOB2,7661,8166,35230,14945,14211,32242,19184,14468,3926,34725,26895,29741
gene-AASS,1914,4519,3276,8369,3264,3464,3364,15332,787,4560,1725,3700
gene-LOC121934485,41,157,484,1207,258,668,278,754,123,557,272,329
gene-LOC121934484,1434,1051,1747,1006,198,525,673,915,1093,402,664,249
gene-LOC121934486,25,71,75,143,57,75,200,374,72,135,26,67
gene-LOC121934482,364,1300,1790,308,367,242,28,9480,121,100,611,763
gene-LOC121934153,0,8,0,0,4,0,0,22,4,4,7,3
gene-LOC121934152,91,334,346,809,256,314,673,479,258,290,167,355
gene-LOC121934151,1538,1605,1472,849,1139,782,1848,859,3157,632,1864,1239
gene-LOC121934154,1228,1089,709,972,873,710,1400,1889,1857,631,1222,884
gene-LOC121934159,15,29,52,25,24,14,29,65,18,9,28,12
gene-PLCXD3,0,0,10,0,0,0,0,0,0,0,0,0
gene-PLCXD1,168,342,202,164,249,442,356,616,432,191,325,225
gene-LOC121931502,0,0,0,0,1,0,0,0,0,0,5,0
gene-LOC121931505,0,4,0,0,414,0,0,752,943,0,0,0
gene-LOC121931504,25,0,0,0,60,0,17,0,0,23,0,0
gene-TPMT,518,931,505,675,677,1048,1302,1329,764,842,829,374
gene-GATD3,1065,2029,1443,1038,1290,1614,2339,1755,1213,1553,1239,1136
gene-GATD1,86,73,107,113,158,146,226,256,23,170,86,116
gene-BANF2,0,0,0,0,0,0,0,0,0,0,0,0
gene-BANF1,1998,2509,1348,1539,1294,1593,2328,2631,1852,1201,1309,1342
gene-TPM3,8855,8318,5703,10859,5703,6160,7766,11867,13440,4345,7369,5860
gene-LOC121930678,29,6,61,31,69,45,67,19,24,42,53,25
gene-TPM1,2058,2229,2629,1107,2149,3601,4676,4462,2446,2100,3260,1086
gene-NKAPD1,361,411,647,314,584,503,695,822,1376,642,1098,515
gene-LOC121930671,58,70,0,11,49,94,4,171,12,102,18,0
gene-RGS20,11,25,13,14,70,14,65,45,12,31,24,0
gene-RGS21,0,0,0,0,0,0,0,0,0,0,0,0
gene-RGS22,0,0,0,0,0,7,0,0,0,0,0,0
gene-SPINK2,17,15,44,21,23,27,83,61,47,86,32,33
gene-GLCE,933,1654,1744,2102,1924,2109,2747,3599,1643,1778,2689,1612
gene-LOC121917765,32,51,48,82,39,71,77,132,42,70,55,97
gene-NPFF,0,0,0,0,0,2,4,0,0,0,0,0
gene-TIFA,56,25,190,78,62,22,74,267,58,79,159,80
gene-LOC121917769,722,695,442,336,806,367,1082,1063,1117,406,1090,545
gene-FAM135B,0,0,0,0,0,0,0,0,0,0,0,10
gene-FAM135A,346,362,335,1005,475,645,776,1110,641,746,474,452
gene-TEX264,358,801,707,1578,839,1116,1486,1730,821,1080,802,1191
gene-TEX261,644,829,941,1130,633,1074,1305,1745,1062,959,785,863
gene-KCTD17,276,461,906,851,593,853,571,1752,273,824,376,295
gene-NLGN1,14,19,15,46,21,0,8,74,48,18,7,0
gene-NLGN3,0,0,8,6,0,0,0,8,0,4,11,0
gene-NLGN2,15,11,18,13,17,5,14,7,17,39,26,24
gene-EIF4EBP2,372,1040,1392,9166,1185,2033,1355,4698,427,1715,717,1477
gene-ITSN2,2039,1660,1131,2185,2029,1112,1640,2954,5848,1183,2994,1383
gene-ITSN1,574,654,682,1176,730,783,948,1386,1389,933,932,640
gene-GSTO1,313,510,321,1037,254,176,293,1331,278,261,367,261
gene-SLC4A8,0,0,7,0,0,0,0,0,0,0,0,0
gene-SLC4A9,18,0,0,8,0,0,0,0,0,0,0,8
gene-SLC4A1,688,1716,1675,1474,544,614,932,1662,592,715,841,1049
gene-SLC4A2,3316,2866,3304,2350,3222,3669,5198,6084,4576,3262,3848,3265
gene-SLC4A3,0,7,27,9,12,0,4,7,32,15,4,0
